document_id,filename,table_name,field_name,target_table,target_field,relationship_type,evidence,page
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,To,DSFutCode,,cross_reference,"To identify the report type, cross-reference RepMnemCode with DSFutCode where RepMnemCode = DSFutCode.Code and Type_ = 6.",40
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,DSFutDesc,Code,other,,cross_reference,Code is cross-referenced from other Datastream tables.,41
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,This,other,,cross_reference,This field is cross-referenced from other tables.,41
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSFutCode,,cross_reference,Cross-reference DataTypeCode with DSFutCode.Code where Type_ = 8.,41
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,This,DSFutCalcSerInfo,,cross_reference,This field cross-references with DSFutCalcSerInfo.ClsCode.,41
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSFutCode,,cross_reference,Cross-reference UndrInstrCode with DSFutCode.Code where Type_ = 2.,42
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,DSCmCode,This,,cross_reference,DSCmCode: Datastream Commodities Integer Codes This table contains definitions for integer code fields cross-referenced from other Datastream commodities tables.,43
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,DSCmDesc,Code,other,,cross_reference,Code is cross-referenced from other Datastream tables.,43
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,DSCmDesc,This,,cross_reference,DSCmDesc: Datastream Commodities Character Codes This table contains definitions for varchar code fields cross-referenced from other Datastream commodities tables.,43
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,DSCmDesc,Code,other,,cross_reference,Code is cross-referenced from other Datastream tables.,43
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmInfo,,cross_reference,Cross-reference ComCode with DSCmInfo.,43
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmLicFlagCode,,cross_reference,Cross-reference LicFlag with DSCmLicFlagCode.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,This,,,cross_reference,This field is cross-referenced by other Datastream Commodities tables.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmCode,,cross_reference,Cross-reference CreatorCode with DSCmCode.Code where Type_ = 1.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,DSCmInfo,ComType,DSCmDesc,,cross_reference,"ComType varchar(12) Y For a spot commodity, ComType indicates the first-level sector. in this case, cross-reference ComType with DSCmDesc.Code where Type_ = 2.",44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,In,DSCmDesc,,cross_reference,"In this case, cross-reference ComType with DSCmDesc.Code where Type_ = 1.",44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmDesc,,cross_reference,Cross-reference ISCCur with DSCmDesc.Code where Type_ = 3.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmDesc,,cross_reference,Cross-reference UnitCode with DSCmDesc.Code where Type_ = 4.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,This,,,cross_reference,This field cross-references DSCmDesc.Code where Type_ = 5.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,This,,,cross_reference,This field cross-references DSCmDesc.Code where Type_ = 6.,44
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmLicFlagCode,,cross_reference,Cross-reference LicFlag with DSCmLicFlagCode.,45
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmCode,,cross_reference,"Cross-reference ProviderId with DSCmCode.Code where Type_ = 5, then translate by cross-referencing the value in Desc_ with DSCmCode.Code where Type_ = 1.",45
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmCode,,cross_reference,Cross-reference LDBId with DSCmCode.Code where Type_ = 4.,45
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,This,,,cross_reference,This field is cross-referenced by other Datastream Commodities tables.,45
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmInfo,,cross_reference,Cross-reference ComCode with DSCmInfo.,45
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmInfo,,cross_reference,Cross-reference ComCode with DSCmInfo.,46
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,DSCmLicFlagCode,,cross_reference,Cross-reference LicFlag with DSCmLicFlagCode.,46
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoInfo,,cross_reference,Cross-reference this field with EcoInfo.,47
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Use,EcoClsLvlMap,,cross_reference,Use this field to cross-reference this table from the EcoClsLvlMap table.,47
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Use,EcoClsLvlMap,,cross_reference,Use this field to cross-reference this table from the EcoClsLvlMap table.,48
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,EcoCode,Code,other,,cross_reference,Code is cross-referenced from other Datastream tables.,48
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoInfo,,cross_reference,Cross-reference this field with EcoInfo.,48
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference MktCode with EcoCode.Code where Type_ = 5.,49
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference CurrCode with EcoCode.Code where Type_ = 3.,49
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference AdjCode with EcoCode.Code where Type_ = 1.,49
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference StatCode with EcoCode.Code where Type_ = 9.,49
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference SeriesTypeCode with EcoCode.Code where Type_ = 7.,49
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference FreqCode with EcoCode.Code where Type_ = 4.,49
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoCode,,cross_reference,Cross-reference CnvCode with EcoCode where Type_ = 2.,50
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoClsCode,,cross_reference,Cross-reference ClsType1 with EcoClsCode.ClsID.,50
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,Cross,EcoInfo,,cross_reference,Cross-reference this field with EcoInfo.,50
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,,vw_securityMasterX,,join_hint,"Example Use Case: Searching for vendor ID of a given QAID select ms.id, map.SecCode, map.Typ, map.Rank, map.Exchange, map.VenCode from vw_securityMasterX ms join vw_Ds2mapping map on map.SecCode = ms.SecCode and map.Typ = ms.Typ where ms.id = 'TOC' --THOMSON REUTERS and map.Exchange = 1 --select the US traded security",51
qa_database_schema_datastream_v1_3_2_2025_04_14,QA Database Schema - Datastream v1.3.2 (2025-04-14).pdf,,,vw_Ds2fxCross,,join_hint,"Example Use Case: Retrieving the FX spot history between two currencies select exratedate, fromCurrCode, toCurrcode, rateType, midRate, bidRate, offerRate from vw_Ds2fxCross where rateType = 'SPOT' and fromcurrcode = 'USD' and toCurrCode = 'EUR' Example Use Case: Converting a stock’s price history into another currency select p.InfoCode, p.DsCode, fx.exratedate, fx.fromCurrCode, fx.toCurrcode, fx.rateType, fx.midRate, p.Close_ as Close_BaseCurr, p.Close_ / fx.midRate as Close_CAD from vw_Ds2Pricing p join vw_Ds2fxCross fx on fx.exratedate = p.MarketDate and fx.rateType = 'SPOT' and fx.fromcurrcode = p.currency and fx.toCurrCode = 'CAD' where p.InfoCode = 66353 -- THOMSON REUTERS (NYS) and p.AdjType = 2 -- split & spinoff adjusted and p.IsPrimExchQt = 'Y' -- primary exchange pricing",55
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisor,DLCode,,cross_reference,DLAdvisor.AssetClassCode cross-references with DLCode.Code where Type_ = 1.,8
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisor,DLCode,,cross_reference,DLAdvisor.PrimRoleCode cross-references with DLCode.Code where Type_ = 2.,8
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisor,DLCode,,cross_reference,DLAdvisor.AdvRoleCode cross-references with DLCode.Code where Type_ = 3.,8
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisor,DLCode,,cross_reference,DLAdvisor.LicFlag cross-references with DLCode.Code where Type_ = 15.,8
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisorsFee,DLCode,,cross_reference,DLAdvisorsFee.PrimRoleCode cross-references with DLCode.Code where Type_ = 2.,9
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisorsFee,DLCode,,cross_reference,DLAdvisorsFee.AdvRoleCode cross-references with DLCode.Code where Type_ = 3.,9
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisorsFee,DLCode,,cross_reference,DLAdvisorsFee.FeesCode cross-references with DLCode.Code where Type_ = 14.,9
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisorsFee,DLCode,,cross_reference,DLAdvisorsFee.LicFlag cross-references with DLCode.Code where Type_ = 15.,9
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvSubRole,DLCode,,cross_reference,DLAdvSubRole.AdvSubRoleCode cross-references with DLCode.Code where Type_ = 13.,9
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,LSEG,DLCode,,cross_reference,LSEG Quantitative Analytics Database Schema for Deals M&A 10 CORPORATE Field Type Nullable Description DLAdvSubRole.PrimRoleCode cross-references with DLCode.Code where Type_ = 2.,10
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvSubRole,DLCode,,cross_reference,DLAdvSubRole.AdvRoleCode cross-references with DLCode.Code where Type_ = 3.,10
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvSubRole,DLCode,,cross_reference,DLAdvSubRole.LicFlag cross-references with DLCode.Code where Type_ = 15.,10
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLConsidDesc,DLCode,,cross_reference,DLConsidDesc.LicFlag cross-references with DLCode.Code where Type_ = 15.,10
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLDealDesc,DLCode,,cross_reference,DLDealDesc.LicFlag cross-references with DLCode.Code where Type_= 15.,11
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,LSEG,DLDesc,,cross_reference,LSEG Quantitative Analytics Database Schema for Deals M&A 12 CORPORATE Field Type Nullable Description DLFinAdvInfo.NatCode cross-references with DLDesc.Code where Type_ = 14.,12
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.PrimSICCode cross-references with DLDesc.Code where Type_ = 27.,14
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.MacIndCode cross-references with DLDesc.Code where Type_ = 24.,14
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.MidIndCode cross-references with DLDesc.Code where Type_ = 25.,14
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,LSEG,DLDesc,,cross_reference,LSEG Quantitative Analytics Database Schema for Deals M&A 15 CORPORATE Field Type Nullable Description DLOrgChg.NatCode cross-references with DLDesc.Code where Type_ = 14.,15
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.ExchCode cross-references with DLDesc.Code where Type_ = 6.,15
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.PrimNatRegCode cross-references with DLDesc.Code where Type_ = 13.,15
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.PubStatCode cross-references with DLDesc.Code where Type_ = 18.,15
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.PrimNAICCode cross-references with DLDesc.Code where Type_ = 12.,15
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLOrgChg,DLDesc,,cross_reference,DLOrgChg.PubMidCode cross-references with DLDesc.Code where Type_ = 17.,15
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLPriPlyrs,DLCode,,cross_reference,DLPriPlyrs.AssetClassCode cross-references with DLCode.Code where Type_ = 1.,16
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLPriPlyrs,DLCode,,cross_reference,DLPriPlyrs.PrimRoleCode cross-references with DLCode.Code where Type_ = 2.,16
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLPriPlyrs,DLCode,,cross_reference,DLPriPlyrs.LicFlag cross-references with DLCode.Code where Type_ = 15.,17
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLRelDeal,DLDesc,,cross_reference,DLRelDeal.RelDealFormCode cross-references with DLDesc.Code where Type_ = 9.,17
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLRelDeal,DLDesc,,cross_reference,DLRelDeal.RelDealStatCode cross-references with DLDesc.Code where Type_ = 22.,17
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLRelDeal,DLCode,,cross_reference,DLRelDeal.LicFlag cross-references with DLCode.Code where Type_ = 15.,17
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLCode,,cross_reference,DLTransInfo.AssetClassCode cross-references with DLCode.Code where Type_ = 1.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.CurrCode cross-references with DLDesc.Code where Type_ = 5.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.DealAttCode cross-references with DLDesc.Code where Type_ = 2.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.SubStatusCode cross-references with DLDesc.Code where Type_ = 22.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.StatusCode cross-references with DLDesc.Code where Type_ = 23.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.InitReceptCode cross-references with DLDesc.Code where Type_ = 10.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.OutcomeCode cross-references with DLDesc.Code where Type_ = 16.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.MATypeCode cross-references with DLDesc.Code where Type_ = 11.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLCode,,cross_reference,DLTransInfo.VCTypeCode cross-references with DLCode.Code where Type_ = 7.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.DealTypeCode cross-references with DLDesc.Code where Type_ = 26.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLDesc,,cross_reference,DLTransInfo.TransformCode cross-references with DLDesc.Code where Type_ = 9.,18
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLTransInfo,DLCode,,cross_reference,DLTransInfo.LicFlag cross-references with DLCode.Code where Type_ = 15.,19
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLVarcharData,DLCode,,cross_reference,DLVarcharData.LicFlag cross-references with DLCode.Code where Type_ = 15.,19
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,DLAdvisor,DLCode,,cross_reference,DLAdvisor.LicFlag cross-references with DLCode.Code where Type_ = 15.,20
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,the,,cross_reference,Cross references the following tables: DLCode where Type_ = 26 DLDesc where Type_ = 26 FilingDate datetime Y The first date in which a company files a registration statement with the Securities and Exchange Commission (SEC).,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 17.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 18.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 19.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 20.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 29.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 21.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 22.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 30.,22
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 31.,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 32.,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 25.,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,,,cross_reference,Cross references the following tables: DLCode where Type_ = 16 DLDesc where Type_ = 14 IssuerMacroIndCode smallint Y Issuer/Borrower Macro Industry (Code).,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,,,cross_reference,Cross references the following tables: DLCode where Type_ = 24 DLDesc where Type_ = 24.,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 27.,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 28.,23
qa_database_schema_deals_m_and_a_v1_0_8_2025_06_27,QA Database Schema - Deals M and A v1.0.8 (2025-06-27).pdf,,Cross,DLCode,,cross_reference,Cross references the DLCode table where Type_ = 15.,23
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,A4CmpFData,DFlag,,,cross_reference,DFlag cross-references A4Code where DFlag= A4Code.Code and A4Code.Type_ = 6.,8
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,To,A4Desc_,,cross_reference,"To translate A4Code.Desc_, cross-reference A4Code.Desc_ with A4Desc_.Code where A4Desc_.Type_ = 10.",8
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,A4CmpIData,DFlag,,,cross_reference,DFlag cross-references A4Code where DFlag= A4Code.Code and A4Code.Type_ = 6.,9
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,To,A4Desc_,,cross_reference,"To translate A4Code.Desc_, cross-reference A4Code.Desc_ with A4Desc_.Code where A4Desc_.Type_ = 10.",9
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,A4CmpSData,DFlag,,,cross_reference,DFlag cross-references A4Code where DFlag= A4Code.Code and A4Code.Type_ = 6.,10
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,To,A4Desc_,,cross_reference,"To translate A4Code.Desc_, cross-reference A4Code.Desc_ with A4Desc_.Code where A4Desc_.Type_ = 10.",10
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,A4IndAggrData,DFlag,,,cross_reference,DFlag cross-references A4Code where DFlag= A4Code.Code and A4Code.Type_ = 6.,12
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,To,A4Desc_,,cross_reference,"To translate A4Code.Desc_, cross-reference A4Code.Desc_ with A4Desc_.Code where A4Desc_.Type_ = 10.",12
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,A4Item,A4Code,,cross_reference,A4Item.FileCode cross-references with A4Code.Code where Type_ = 1.,13
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,A4Item,A4Code,,cross_reference,A4Item.DataTypeCode cross-references with A4Code.Code where Type_ = 3.,13
qa_database_schema_esg_v1_0_8_2022_04_11,QA Database Schema - ESG v1.0.8 (2022-04-11).pdf,,A4Item,A4Code,,cross_reference,A4Item.DataTypeCode cross-references with A4Code.Code where Type_ = 4.,13
